Unnamed: 0,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy,clean_tweet,clean_stems,emoji_meanings
157729,2020-07-13T17:13:09+00:00,"@FilmCriticKurt @kinky_horror @Scream_Factory Kurt, it doesn’t count until you’ve watched each movie 13 times, so
#ThemsTheRules",1282724759344742401,The Kirk Unit 🏳️‍🌈,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['ThemsTheRules'],3428,4985,0,filmcritickurt kinkyhorror screamfactory kurt ’ count ’ watched movie 13 times sothemstherules,filmcritickurt kinkyhorror screamfactory kurt it doesn ’ t count until you ’ ve watched each movi 13 time sothemstherule,[]
252951,2020-07-20T05:47:03+00:00,Time to rub my aching feet with CBD topical. 🤤🤗,1285088811442155527,a m k o e,0,0,5,0,"[-87.940033, 41.644102]","Chicago, IL",0,428,536,0,time rub aching feet cbd topical 🤤🤗,tim to rub my ach feet with cbd topical 🤤🤗,"['drooling_face', 'hugging_face']"
250996,2020-07-20T14:30:28+00:00,@Flghtchiatrist @ReginaTuneGunz 😭😂😂😂 nigga said zesty 💀💀,1285220533311873025,duffle bag davado.,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,638,627,0,flghtchiatrist reginatunegunz 😭😂😂😂 nigga said zesty 💀💀,flghtchiatrist reginatunegunz 😭😂😂😂 nigga said zesty 💀💀,"['loudly_crying_face', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'face_with_tears_of_joy', 'skull', 'skull']"
335895,2020-07-26T06:22:53+00:00,@dakotaz @DNPthree #FreeGamingPC,1287272156729139201,Mister5tark,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['FreeGamingPC'],94,327,0,dakotaz dnpthree freegamingpc,dakotaz dnpthre freegamingpc,[]
339051,2020-07-26T00:41:29+00:00,Netflix adapt Narnia challenge https://t.co/IvLiP5c0yP,1287186242212421632,Andy Hatem,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,572,2107,0,netflix adapt narnia challenge,netflix adapt narnia challeng,[]
224162,2020-07-18T16:12:39+00:00,"@bronzo123 No ones asking you to relate to him, just asking you to understand what he represents to people outside of your white bubble. Think about what he represents to BIPOC and you’ll understand why people want the statue removed.",1284521476788572160,emma mac,1,0,0,0,"[-87.890882, 41.790186]","La Grange Park, IL",0,3304,802,0,bronzo123 ones asking relate asking understand represents people outside white bubble think represents bipoc ’ understand people want statue removed,bronzo123 no one ask you to relat to him just ask you to understand what he represent to peopl outsid of your whit bubbl think about what he represent to bipoc and you ’ ll understand why peopl want the statu removed,[]
65819,2020-07-06T19:15:55+00:00,One thing I really easiest about Devin Haney is he post sparring with people that fight back.,1280218940015247361,MrOmalleyTheAlleyCat,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,308,331,0,one thing really easiest devin haney post sparring people fight back,one th i really easiest about devin haney is he post sparr with peopl that fight back,[]
287181,2020-07-23T20:42:29+00:00,"“Se a coincidência ajuda a atrapalhar a história, é boa. Se ajuda a resolver, é ruim”. Acabei de ler essa dica de ouro para escrever roteiros e quis compartilhar. Abs.",1286401320602263554,Rodrigo Fernandes,7,1,123,1,"[-87.940033, 41.644102]","Chicago, IL",0,495267,2068,0,“ se coincidência ajuda atrapalhar história é boa se ajuda resolver é ruim ” acabei de ler essa dica de ouro para escrever roteiros e quis compartilhar abs,“ se a coincidência ajuda a atrapalhar a história é boa se ajuda a resolver é ruim ” acabei de ler essa dica de ouro para escrever roteiro e qui compartilhar abs,[]
68573,2020-07-06T15:14:44+00:00,Ohhhh shit ⭐️⭐️⭐️⭐️⭐️⭐️ https://t.co/68flwUvzMt,1280158245773086721,Lynette the Threat,0,0,5,0,"[-87.940033, 41.644102]","Chicago, IL",0,10234,1472,0,ohhhh shit ⭐️⭐️⭐️⭐️⭐️⭐️,ohhhh shit ⭐️⭐️⭐️⭐️⭐️⭐️,"['star', 'star', 'star', 'star', 'star', 'star']"
318044,2020-07-25T18:08:09+00:00,@willham_south He’s really not though. He wasn’t cuddly as a teammate either.,1287087254985420800,Laurence Holmes,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,79888,1071,0,willhamsouth ’ really though ’ cuddly teammate either,willhamsouth he ’ s really not though he wasn ’ t cuddly as a teammat either,[]
333749,2020-07-26T15:29:06+00:00,its the “i do huh?” that GETS ME !!!!!! ughhhhh i hate niggas https://t.co/rf8IVadzbW,1287409619195895809,*•.¸♡Harmen♡¸.•*,0,2,25,0,"[-87.940033, 41.644102]","Chicago, IL",0,482,414,0,“ huh ” gets ughhhhh hate niggas,its the “ i do huh ” that get me ughhhhh i hat nigga,[]
398668,2020-07-31T17:27:52+00:00,@BTepper24 Since coming over to the Clips he’s been bad and his bro has played well when given time with the Lakers.,1289251445884297216,Basketball Connoisseur,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,170,558,0,btepper24 since coming clips ’ bad bro played well given time lakers,btepper24 sinc com over to the clip he ’ s been bad and his bro has played well when given tim with the laker,[]
312673,2020-07-24T01:26:58+00:00,Why is my coworker trying to hook me up with somebody on the plane😂,1286472911998652416,STUARTIST,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1899,211,0,coworker trying hook somebody plane😂,why is my coworker try to hook me up with somebody on the plane😂,['face_with_tears_of_joy']
375624,2020-07-29T04:43:22+00:00,@mldfilmmaker @noeyedee They from Evanston 🙃,1288334278757998592,Beatrix Kiddo,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,974,1089,0,mldfilmmaker noeyedee evanston 🙃,mldfilmmaker noeyede they from evanston 🙃,['upside-down_face']
257213,2020-07-21T23:50:09+00:00,I need an anklet 🥺,1285723771454869506,Chip Skylark,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,16921,871,0,need anklet 🥺,i need an anklet 🥺,['pleading_face']
387625,2020-07-30T14:00:37+00:00,@michelle_timian https://t.co/D7JLEtzfhi,1288836902343196673,Stacy Jeziorowski,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,379,456,0,michelletimian,michelletimian,[]
78786,2020-07-07T18:38:50+00:00,@larryodean Silence is acceptance,1280571994673680385,Hex Hz,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,290,413,0,larryodean silence acceptance,larryodean silenc is acceptanc,[]
305598,2020-07-24T15:43:24+00:00,Why is there ALWAYS a guy playing the banjo outside my window?,1286688442743762944,Peyton Storz,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,643,871,0,always guy playing banjo outside window,why is ther alway a guy play the banjo outsid my window,[]
208935,2020-07-17T19:36:11+00:00,@Quantumbandsman @conwerd @tacobell I need the tostada.,1284210308261830658,E,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,143,271,0,quantumbandsman conwerd tacobell need tostada,quantumbandsman conwerd tacobell i need the tostada,[]
139322,2020-07-11T01:18:32+00:00,Mood...... https://t.co/NwMgpVx20y,1281759749231517696,Finessa Williams,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,344,373,0,mood,mood,[]
198061,2020-07-16T16:31:38+00:00,Where my Trollz booty shorts? 🥴 @NICKIMINAJ,1283801475051925509,GeeMuny,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,373,589,0,trollz booty shorts 🥴 nickiminaj,wher my trollz booty short 🥴 nickiminaj,['woozy_face']
254638,2020-07-20T02:44:52+00:00,"@DrNerdenstein89 @_baroquebeauty_ @The_Weirdling @HmGabeRicard Naw, i won’t cheap out on y’all like that, I’m talking one of these setups on each wall! We’ll all have our own beds, don’t you worry, the only thing we might fight over is who gets to sleep next to the AC ducts.",1285042964004306949,The Kirk Unit 🏳️‍🌈,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,3429,4986,0,drnerdenstein89 baroquebeauty theweirdling hmgabericard naw ’ cheap ’ like ’ talking one setups wall ’ beds ’ worry thing might fight gets sleep next ac ducts,drnerdenstein89 baroquebeauty theweirdl hmgabericard naw i won ’ t cheap out on y ’ all lik that i ’ m talk one of thes setup on each wall we ’ ll all hav our own bed don ’ t you worry the only th we might fight over is who get to sleep next to the ac duct,[]
89605,2020-07-08T21:16:32+00:00,@OhitsMone_ Wowwwww,1280974068804698113,Shark Media,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,78,199,0,ohitsmone wowwwww,ohitsmon wowwwww,[]
270099,2020-07-21T00:51:25+00:00,.@RefuseFascismCH we ain’t fa none of that! https://t.co/9lM9VWxJ2O,1285376804425994240,GoodKidsMadCity,2,7,42,3,"[-87.940033, 41.644102]","Chicago, IL",0,33132,4171,0,refusefascismch ’ fa none,refusefascismch we ain ’ t fa non of that,[]
