,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,place,hashtags,followers,friends,ijoy
297897,2020-03-19T13:35:31+00:00,"Saint Joseph provides us with an example of courage in bearing the weight of life’s crosses and difficulties. Lord Jesus, help us to be courageous and find joy in surrendering our lives to You.",1240632997621174274,brcampmin,0,0,3,0,"Oak Lawn, IL",,156,188,1
298477,2020-03-19T12:43:12+00:00,@greenfieldjohn Dispensaries are definitely an essential service. How about using though the term adult use marijuana consumer? Non-medical users are not necessarily going on psychedelic joy rides.,1240619832174927875,Kelly Pierce,0,0,0,0,"Chicago, IL",,61,271,1
298738,2020-03-19T12:09:43+00:00,"6-because they can’t afford or don’t want to live downtown. 

As for the staff, We have people from all walks of life working for us and with us.  I have had the joy of watching young love flourish between coworkers, young adults coming out of the closet because they have found a",1240611405755277312,R Public House,0,0,0,0,"Chicago, IL",,821,431,1
300470,2020-03-19T04:46:57+00:00,@ourcityburning Reading it out loud is SUCH a joy. I’d do that sometimes when I got lost or had been away from the book for a couple days. Worked every time.,1240499980290478080,Tom McHenry,1,0,1,0,"Chicago, IL",,9052,343,1
300704,2020-03-19T04:28:06+00:00,I be sooooooo happy when people dreams come true. Ugh! The joy. This is legit my favorite show lol.,1240495236448759808,Britt Nicole👸🏽,0,0,0,0,"Chicago, IL",,2160,636,1
301625,2020-03-19T03:16:46+00:00,@DizzyBlondeDiva @silly_emily3 @criticalthotcop .@silly_emily3 you have brought me such joy today with this hysterical thread and all the comments ❤️❤️❤️❤️,1240477285226090497,The Kirk Unit 🏳️‍🌈,1,0,2,0,"Chicago, IL",,3422,4968,1
303763,2020-03-19T01:12:44+00:00,I’m getting drinks delivered to my crib. There is still some joy in the world.,1240446072570421253,Britt Nicole👸🏽,0,0,1,0,"Chicago, IL",,2160,636,1
303802,2020-03-19T01:10:16+00:00,One of the funniest things I’ve ever heard was Katie’s dad SERIOUSLY asking her if she still going on dates IN THE MIDDLE OF A PANDEMIC LOCKDOWN. Ugh I needed that joy after day 4,1240445449099776004,Christina,1,0,6,0,"Chicago, IL",,280,182,1
304413,2020-03-19T00:35:11+00:00,"I feel like I’m doing most of the work here, people. Find your joy!",1240436621943676931,Marcus Wekenmann,0,0,0,0,"Chicago, IL",,627,1140,1
304553,2020-03-19T00:28:03+00:00,@dil_doughy Napping with impunity is a true joy life,1240434827276541954,Ben A Stranger Calls,0,0,1,0,"Chicago, IL",,804,648,1
305015,2020-03-19T00:00:50+00:00,Ooooooo I found a coloring book WHAT JOY WHAT FUN,1240427975616708609,maybe: austin,0,0,0,0,"Chicago, IL",,410,842,1
306065,2020-03-20T23:05:03+00:00,"Joy from 10 years ago with my young puppy friend Homer McGeary. 

Be safe folks. Can’t wait to get through this and appreciate what was under appreciated. ❤️👊🏼 #flashbackfriday #puppydog #tgif #whatdayisit #dog #shelterinplace #chicago #memoriesforlife #timeonmyhands https://t.co/0Pj1FVn4DH",1241138715344453633,Brian Ferber,0,0,9,0,Ferber Sanctuary,"['flashbackfriday', 'puppydog', 'tgif', 'whatdayisit', 'dog', 'shelterinplace', 'chicago', 'memoriesforlife', 'timeonmyhands']",2858,2448,1
307534,2020-03-20T21:38:13+00:00,Trying to stay empathatic and solution oriented during these uncertain times. Hopefully I can share more of what brings me joy and encouragement. #videogames #technology #imagination https://t.co/7o3CCNP49A,1241116864043982849,Keisha Howard,0,1,14,0,"Chicago, IL","['videogames', 'technology', 'imagination']",4220,3801,1
309335,2020-03-20T19:55:37+00:00,"FLASH SALE (WEB ONLY) ⚡️
•
•
While we’re committed to stopping the spread of this virus, we’re equally committed to continuing to spread joy! ✨ There are still birthdays, anniversaries and other milestones to… https://t.co/YOtZD31twu",1241091043161866241,Bellē Up Boutique,0,0,0,0,"Chicago, IL",,1610,1310,1
309675,2020-03-20T19:34:11+00:00,@miggyrubi23 it’s good if you like escapism and want to feel joy for once in your life,1241085650092339209,manic pixie e girl,1,0,1,0,"Chicago, IL",,143,130,1
310585,2020-03-20T18:40:02+00:00,"@jdimick1 @UMichSurgery @v_valbuen @arikanters Congratulations, Joy!!!!! ❤️ What an impressive crew, Dr. Dimick! Congratulations!!!!!!!",1241072020663799808,Ashley N. Suah,0,0,9,0,"Chicago, IL",,1127,344,1
312555,2020-03-20T16:43:20+00:00,@NAY_LOVINGLIFE I definitely understand. Rock steady Nay! You got this! Nobody can have your joy today. ❤️❤️❤️,1241042654101671940,Ms. Camille Jadé,1,0,1,0,"Chicago, IL",,288,918,1
312966,2020-03-20T16:21:34+00:00,@stevevance @ParrisGoebel Thank you @ParrisGoebel for entertaining me with your INCREDIBLE choreography in Born To Dance (&amp; all the music videos my bro &amp; I watched afterwards) on a night I was really struggling to feel joy!,1241037174017007622,Jenny L Vance,0,0,0,0,"Chicago, IL",,1593,5005,1
313000,2020-03-20T16:19:13+00:00,"Because we all need a little more joy. Listening to 15 lawyers and social workers, working from home for the first time ever, try to figure out google hangouts, zoom, and MS teams for video conferencing. I can only help them so much 🤷‍♂️ #BitOfJoy",1241036585447182337,Andrew Ford,0,0,3,0,"Chicago, IL",['BitOfJoy'],87,274,1
314304,2020-03-20T15:09:30+00:00,".@ChicagoFlower and @CityGrange say the canceled indoor show will *not stop them from spreading joy.  Letting 10 folks at a time shop for discounted, designer plants. @nbcchicago #coronavirus https://t.co/bUkc6lMh0P",1241019036634214401,Kye Martin,0,2,9,1,City Grange,['coronavirus'],9683,662,1
316707,2020-03-20T11:19:10+00:00,Borrowed this from Jessica Olson on Linkedin. Very fitting for our team at #T2079. #worksomewhereyoulove #workwithpeoplethatmakeadifference. Thanks to all that have been spreading joy during this difficult time. @K2Virgilio @laurcountryman @tonypena @nikki_j1981 https://t.co/QXLiwWt7Tr,1240961073265684480,Chad Feltrin - Visual Merchandiser/Designer,1,2,8,0,Target,"['T2079', 'worksomewhereyoulove', 'workwithpeoplethatmakeadifference']",368,570,1
317600,2020-03-20T06:22:34+00:00,"@King_Drewlian I wrote six today, and it brought me a lot of joy too. I’ve got postcards from a bunch of countries— I’ll shoot some her way. 💛",1240886432815874048,Jenny Gustavson,1,0,0,0,"Evanston, IL",,381,837,1
319189,2020-03-20T03:55:40+00:00,"@educadaxicana If you're on break, you should do some things that give you joy.",1240849464497143809,Nathan Ellstrand,0,0,0,0,"Chicago, IL",,3739,1883,1
320538,2020-03-20T02:37:53+00:00,"@skull_blonde @StardustChelsea @hayl_griffith @FANGORIA It’s such a joy to watch!
Gotta give props to @MutantTheater2 for introducing it to me what almost a year ago now?",1240829887381942272,Friendly Gayborhood Daddyman,1,0,3,0,"Chicago, IL",,3201,1607,1
322362,2020-03-20T01:00:55+00:00,@MarcellaTeach My window lights are still up. They bring me joy!,1240805485802127368,Patty,0,0,1,0,"Chicago, IL",,305,837,1
322465,2020-03-20T00:55:13+00:00,"Coming soon...joy! 
 🌈 
We will all come out on the other side of this and until told otherwise, we are here to help you find your perfect gown. 
.
.
.
margskleebex we love how much you love! Thank you for trusting… https://t.co/5maIL5RGdo",1240804051081715713,Bri'Zan Couture,0,0,0,0,"Chicago, IL",,200,258,1
322571,2020-03-20T00:47:51+00:00,Today's moment of joy in a dark time. My 4-year old nephew is painting water colors to stay busy. His mom sent a picture of this beauty. https://t.co/55iMdiNL1H,1240802198482812928,Shannon Heffernan,0,0,23,0,"Chicago, IL",,6637,1919,1
323402,2020-03-21T23:58:49+00:00,@sammorril @JayJurden Hush. Let people find their joy where they can.,1241514631711133696,JPinThe773 🍁#BLM 🏳️‍🌈,0,0,0,0,"Chicago, IL",,4389,4989,1
325327,2020-03-21T22:06:36+00:00,"The amount of joy I just got seeing a dust bunny on the ground and knowing that meant I got to go get the vacuum out and take care of it was equivalent to the final play to send the @Cubs to the World Series in 2016 and I am not exaggerating.

That’s where I’m at. But how are you",1241486392515059720,Tommy Erbe,0,0,1,0,"Chicago, IL",,248,552,1
327034,2020-03-21T20:17:57+00:00,"@videoChess it still fills me with such joy that we have, like, a playable, fully functional and probably mostly accurate version of the beta windy valley available for everyone to play and enjoy",1241459048840663040,name cannot be fox,0,0,1,0,"Lincolnwood, IL",,171,152,1
327526,2020-03-21T19:49:06+00:00,"Because we all need a little more joy right now. @amylvshershoes is nervous that I’ll use Shelter in Place as an excuse to pull the banjo out again. Sadly, I’m not talented, so I understand her concern (might do it anyway). @SteveMartinToGo however sounds great! #BitOfJoy https://t.co/krE2eJ57pI",1241451788387201025,Andrew Ford,0,1,2,0,"Chicago, IL",['BitOfJoy'],87,274,1
329037,2020-03-21T18:20:05+00:00,"Today I choose to forget about all my fears and anxiety and instead focus on the love I have for my my niece Lily! And to celebrate her extra chromosome that has brought us so much joy 💙💛⁣
⁣
Today is World Down… https://t.co/AmPcClTX7M",1241429390086623234,Amb. Adrian Marcel Cazares,0,0,0,0,"Chicago, IL",,21,192,1
329756,2020-03-21T17:41:58+00:00,Don’t forget! If you’re stuck inside and would like to get some fun stuff in the mail... I am running a sale in my Etsy! Items will be shipped ASAP and hopefully they bring some joy to you or your loved ones while… https://t.co/x30uqYByBi,1241419796136280065,Lydia Jean Art ✨🖌,0,0,1,0,"Chicago, IL",,274,387,1
331150,2020-03-21T16:20:28+00:00,I find great joy in muting everyone who puts tik tok dance videos on Instagram,1241399285704425472,satantha,0,0,7,0,"Chicago, IL",,275,503,1
332997,2020-03-21T14:25:46+00:00,"This brings my heart and spirit so much joy!  

https://t.co/wDgoC82enR",1241370420764426240,Manilan Houle,0,5,26,2,"Chicago, IL",,6246,5690,1
333953,2020-03-21T12:46:45+00:00,"The things that gave me joy this week:
Venmoing money to service industry friend and overtipping on pizza.",1241345501930422273,Dominic Lanzillotta,1,0,1,0,"Lower West Side, Chicago",,417,534,1
334599,2020-03-21T08:43:43+00:00,That same TikTok is still popping off and just hit 200k+ views and 29.k likes and it has gained me over 600 new followers. I had less than 200 followers on Monday 😂 now I have 800+ I appreciate these little things that bring me joy. Ima keep making TikToks esp in these times! 💜,1241284340333662208,What It Do DK ღ,1,0,2,0,"Chicago, IL",,692,711,1
337005,2020-03-21T03:26:14+00:00,"@BradNeums The joy this video brought me. 

I miss the energy in that room.",1241204444534104065,Dylan Eike,0,0,6,0,"Chicago, IL",,1279,939,1
339545,2020-03-21T01:00:22+00:00,This band brings me so much joy https://t.co/FKmY3YWZxr,1241167736945983488,Michael David Smith,0,0,3,0,"Chicago, IL",,854,928,1
340128,2020-03-21T00:26:33+00:00,"Look, in these uncertain times, we need to take joy where we can get it. In that respect, enjoy this blep from my precious Bobbie. https://t.co/zqRBAT20vM",1241159226191499265,"I'm Clint Worthington. jk, Dr. Michael Morbius at",0,0,16,0,"Chicago, IL",,3704,4152,1
340515,2020-03-21T00:02:34+00:00,@HoarseWisperer @SpiroAgnewGhost That notion brings me great joy https://t.co/WjvgR1Jhu1,1241153188595728385,nicfus,0,0,1,0,"Evanston, IL",,170,1386,1
341437,2020-03-22T23:08:36+00:00,"Because we all need a little more joy right now. I’m pretty sure J.B. Pritzker’s not too far behind these amazing mayors in Italy, losing their minds! #StayTheEffInside #BitOfJoy h/t @everywhereist https://t.co/dOgjPCFLmL",1241864383116062723,Andrew Ford,0,0,1,0,"Chicago, IL","['StayTheEffInside', 'BitOfJoy']",87,274,1
342222,2020-03-22T22:24:01+00:00,"Had I known I’d be staying 24/7 with a 3 year old, I definitely would not have @MarieKondo-d my belongings. Why didn’t a box of odds and ends of craft supplies bring me joy? Argh!",1241853165244383232,Elizabeth McBride,1,0,3,0,"Chicago, IL",,148,340,1
342957,2020-03-22T21:42:59+00:00,Today’s moment of joy — a compilation of Italian mayors venting frustration at those not following shelter in place https://t.co/J5vZD53SwE,1241842838234697734,"Saif S. Rathore, MD PhD",1,5,21,2,"Chicago, IL",,965,419,1
343454,2020-03-22T21:11:37+00:00,"@Diablo_Siamese @jolenehunter You have three?! How much fun your house must be! My two Siamese, William and Lewis, both passed away a few years ago at 19.  They were the joy of my life. ❤️",1241834945619918848,Cherie,0,0,1,0,"Chicago, IL",,186,357,1
344729,2020-03-22T19:57:58+00:00,"Hahahahaha @OllyHogben brings so much joy on a regular basis, &amp; it’s especially appreciated during these rough times of #ShelterInPlace #COVID19 

Thank you Olly for your cleverness, your silliness, &amp; your genius! 👌☕️😆 #totallyaboveboard https://t.co/iWOWVHcNzW",1241816410353029121,Jenny L Vance,0,0,1,0,"Chicago, IL","['ShelterInPlace', 'COVID19', 'totallyaboveboard']",1593,5005,1
348861,2020-03-22T15:54:37+00:00,"My buddy, Dwight, brings me joy! #SD69SpreadJoy @SkokieSD69 https://t.co/2ymyoAu9GR",1241755167051177984,Ms. Barnes,2,0,32,0,"Chicago, IL",['SD69SpreadJoy'],222,272,1
350261,2020-03-22T14:12:53+00:00,Deep joy and liberation.,1241729566038786048,Carli Michelle,0,0,0,1,"Chicago, IL",,436,427,1
350419,2020-03-22T14:00:55+00:00,"@lourdesgnavarro I so loved this story and your joy in bringing it to us. You rock, Lulu!",1241726555702820864,Sheila Radford-Hill,1,0,4,0,"River Forest, IL",,199,117,1
353018,2020-03-22T04:35:08+00:00,"@NGrossman81 March Madness brackets they bring me so much joy , I enter contests , I compare mine to others , look forward to the trash talk when a bracket gets busted instantly and love the feeling I get when a person miraculously has a near perfect bracket that takes forever to bust .",1241584169035214849,La Miche Girl 🍅🍺🥒,1,0,1,0,"Chicago, IL",,1190,724,1
353672,2020-03-22T03:46:03+00:00,One of the small tragedies of most people first seeing THE INVISIBLE MAN on VOD is missing out on the joy of watching that restaurant scene with a packed audience.,1241571816923070464,"I'm Clint Worthington. jk, Dr. Michael Morbius at",36,88,792,32,"Chicago, IL",,3704,4152,1
354840,2020-03-22T02:32:12+00:00,"Day Eight, coronavirus home confinement: 

Dear @MarieKondo, @DEIRDRE_0516 and I purged everything that didn’t bring us joy from our hallway closet. We now have two giant bags of jackets and clothes to donate. We vetoed Todd’s idea to purge the vacuum. https://t.co/Ma8Yxx9XRV",1241553235137245184,Mike C.S. Mullane,1,0,1,0,"Chicago, IL",,182,708,1
355072,2020-03-22T02:17:53+00:00,Still screaming with joy after all these years. #HawksRewind,1241549629822566402,melissa jacobsen,0,0,2,0,"Chicago, IL",['HawksRewind'],667,476,1
355164,2020-03-22T02:11:59+00:00,It don't matter if she spell it like Joi or Joy she don't bring it,1241548146502709248,#Mamba4Life,1,0,0,0,"Blue Island, IL",,5170,3845,1
356573,2020-03-22T00:46:51+00:00,This #OneMoreSaturdayNight thing is so much joy.,1241526722278895620,Eddie Tsikretsis,0,0,1,0,"Chicago, IL",['OneMoreSaturdayNight'],80,580,1
357012,2020-03-22T00:19:37+00:00,"@ZacTriesToRead I'm sorry people were mean to you 😔 that's not fair to you at all
I think we were born right in that weird spot where the previous generation was either busy making cool games or claiming they cause violence
Hope you can find the joy in games again!",1241519868391940096,SAVY | '90s Kids NOW AVAILABLE 💖💜💙,1,0,2,0,"Chicago, IL",,4090,2716,1
357813,2020-03-23T23:35:13+00:00,"@poeticdiction @sette_reset @USAGym @MDJDS_fan It was an opportunity for me to clarify for those that don’t know this, while also enjoying a tiny bit of juvenile joy 😆",1242233469201190919,Jenny L Vance,1,0,2,0,"Chicago, IL",,1593,5005,1
358732,2020-03-23T22:41:36+00:00,@NBA2K is the only game I can win and not feel any joy behind it. It’s so trash man 🤦🏽‍♂️ worst gameplay ever badges fucked the game up,1242219976590835712,Kel F.,0,0,0,0,"Chicago, IL",,892,1442,1
359769,2020-03-23T21:40:14+00:00,my flyest student &amp; comrade - all the love &amp; joy to you 💛💛💛 https://t.co/E23pU9uarC,1242204532748279808,Kevin Coval,1,0,5,0,"Chicago, IL",,11665,999,1
361394,2020-03-23T19:43:51+00:00,"Did someone say it’s #nationalpuppyday !? 🐶

Look at how much joy &amp; happiness our very own @bandit_miller has brought our staff, &amp; our adopted teammates, Avery &amp; Elliot Miller! 

Let’s not forget the rest of the Bandit family, Addie, Jake, Koa, Ty, Mr. Beau, Cooper, &amp; Bandit! https://t.co/327GDnq4cy",1242175243822731274,Parkway Bank Sports Complex,2,2,16,1,"Rosemont, IL",['nationalpuppyday'],27219,558,1
362124,2020-03-23T18:53:10+00:00,"@common Dancing, cooking, anything I can find joy in and my Yorkie!",1242162491205001216,Dawn Rainey,0,0,0,0,"Chicago, IL",,6,38,1
363234,2020-03-23T17:44:41+00:00,"Right now those working the frontlines say they struggle for supplies; don’t let them struggle for HOPE. ⁣
⁣
As this virus spreads, let us continue to spread joy and compassion. We can all do our part… https://t.co/VnFHWleIJp",1242145256042307590,Cate Cauguiran ABC 7,1,0,1,0,"Chicago, IL",,2140,518,1
364610,2020-03-23T16:15:15+00:00,"While we’re all on a #coronatimeout from work, I thought it appropriate to recognize the latest greatest PA staff. Thank you all for a great season six! (Not pictured Joy Hamilton) See you all soon to… https://t.co/fxv1hA6znS",1242122749360910338,Michael McNerney,0,0,0,0,"Chicago, IL",['coronatimeout'],228,378,1
364814,2020-03-23T16:01:56+00:00,"@popLOCKEdropit this is the most midwestern mom basement i have ever seen and i want to be mad at her, but i can't. she deserves every ounce of joy this brings her",1242119396321038338,ross alan,0,0,0,0,"Chicago, IL",,528,261,1
364867,2020-03-23T15:58:24+00:00,Lots of great stuff in this thread. We all give our shouts out for what is bringing us joy in these crazy times. ☀️☀️☀️ https://t.co/mzcQ92ziq3,1242118510203015168,Kelly Fumiko Weiss,0,1,1,0,"Chicago, IL",,429,776,1
365997,2020-03-23T14:41:49+00:00,"Everyone Jolie Nya Griffith entered the world today March, 23rd at 8:50am. Weighing 7lbs, 7oz. She is Perfect! Our Bundle of Joy! 
-
-
- #babygirl #girldad #baby #newborn #Juicedupbaby #juliangriffith #NewLife… https://t.co/Ff0MIvOnL2",1242099235228696576,Julian Griffith,0,0,1,0,"Chicago, IL","['babygirl', 'girldad', 'baby', 'newborn', 'Juicedupbaby', 'juliangriffith', 'NewLife']",1029,593,1
366215,2020-03-23T14:25:09+00:00,@_kenharv_ Honestly whenever I remember this day it brings me so much joy. We were just so happy and excited about something that was so mundane lol.,1242095039767085057,Patty Cake,1,0,1,0,"Chicago, IL",,79,672,1
366481,2020-03-23T14:05:52+00:00,"@djplanetmars Mars, that's awesome! Congratulations to you all and thanks for sharing your joy. There's not enough of that lately.",1242090187615764484,Sherri Wilson,0,0,2,0,"Chicago, IL",,2144,2159,1
366596,2020-03-23T13:56:32+00:00,Who else thinks about ceremony by joy division a lot,1242087839321522185,Knives Everlasting,1,0,3,0,"Chicago, IL",,253,317,1
367644,2020-03-23T11:20:56+00:00,"@talisajcarter I wish you strength, healing, and a return to joy. 💜",1242048683060989952,Damon,0,0,0,0,"Chicago, IL",,2560,4135,1
371021,2020-03-23T02:50:10+00:00,"Crispy roasted chicken with root vegetables is a wonderful way to treat the family on a Sunday eve in the middle of Covid-19 spread, as it brings joy to palate, mind, and loved ones. 

Add water, salt, black… https://t.co/Cb19yQOTFN",1241920143636041729,Dine Fuss,0,0,0,0,"Chicago, IL",,102,194,1
371113,2020-03-23T02:44:08+00:00,"Without pain, how could we know JOY??? 🤔 Full JOYING life &amp; every blessing &amp; lesson that it brings... Giving thanks for #Life #Health &amp; #Strength + #knowledge #wisdom and #Overstanding 🦁👑 #theRASTApreneur 🖤❤💛💚… https://t.co/wSDi0JTQVp",1241918625394630657,PJ Cannon Jr,0,0,0,0,"Chicago, IL","['Life', 'Health', 'Strength', 'knowledge', 'wisdom', 'Overstanding', 'theRASTApreneur']",2134,250,1
372414,2020-03-23T01:26:26+00:00,Pride and joy... https://t.co/s8fAt7k0z7,1241899070551187459,Angie Vela,0,0,0,0,"Chicago, IL",,134,607,1
372660,2020-03-23T01:11:06+00:00,"I wish I had the words to express my feelings about Stephen Sondheim.  His work means the absolute world to me and has given me hope when I needed it, inspiration when I was wavering, and so much joy 

“Someone is on… https://t.co/gMhURCLVXI",1241895213548920838,The 🎃Brian 👑#BLM (He/Him),0,0,1,0,"Chicago, IL",,453,5001,1
375374,2020-03-24T22:35:50+00:00,"We are still HOLDING SHIT DOWN here in Chicago.❤️
❤️Who knows how much longer we can hang in - but we're literally doing everything we can to spread joy, keep our employees safe, and ensure that we're still here… https://t.co/vPVrilOJ4z",1242580913592074241,Steel Petal Press ®,0,0,2,0,"Chicago, IL",,824,583,1
375711,2020-03-24T22:15:21+00:00,Museums spread joy by sending each other virtual flowers 💐  https://t.co/TLIAYyYOy1,1242575760558379011,Dr. Z!,0,0,0,0,"Chicago, IL",,253,543,1
376665,2020-03-24T21:05:29+00:00,MLB Network airing Game 7 of the 2016 World Series right now..... perfect. Tears of joy. Still get chills to this day. Forever. @Cubs #WhereStoriesPlay #CUBS https://t.co/1Sq3JnkSwU,1242558176345677825,Sir Marcos,0,0,1,0,"Chicago, IL","['WhereStoriesPlay', 'CUBS']",479,222,1
377779,2020-03-24T19:53:11+00:00,"If I bring you discomfort, pain or the thief of your joy, just drop me. I can almost guarantee that If it were the other way around I would do the same.",1242539980486062080,nightskineded,0,0,0,0,"Chicago, IL",,551,565,1
381037,2020-03-24T16:26:47+00:00,@JoyAnnReid Joy...please help me understand what the hell is wrong with these trump people!!!!!,1242488039466729472,kimberly whiters,0,0,0,0,"Chicago, IL",,155,428,1
381972,2020-03-24T15:23:33+00:00,My niece christinas new bundle of joy 💖💖💖💖 https://t.co/CwEcavbYL8,1242472124406804480,Aisha Cash,0,0,0,0,"Chicago, IL",,24480,26632,1
383086,2020-03-24T14:05:15+00:00,"Throwback Pic:

My daughter Joy at the age of 10 she’s killing it 💯 #fitness #goodgirl #fitfam #fitgirl #SunnyBiggyFitness @fitness_formula @ FFC West Loop https://t.co/F7tlV3Z94t",1242452421693014017,Sunny Biggy Fitness LLC,0,0,1,0,"Chicago, IL","['fitness', 'goodgirl', 'fitfam', 'fitgirl', 'SunnyBiggyFitness']",3740,3334,1
383811,2020-03-24T13:00:32+00:00,"Take these books! (Right now, we all need a little joy and sparkle!!!) https://t.co/2GCImcMqiR",1242436132597649409,Sarah Aronson,0,4,5,0,"Evanston, IL",,6425,6560,1
384327,2020-03-24T11:34:57+00:00,"Good morning fam! Hoping that this day greets you with joy in your hearts. Today, we are a day closer. Hold on to faith! ✊🏾❤️",1242414595828068352,Damon,2,5,15,0,"Chicago, IL",,2560,4135,1
385305,2020-03-24T05:45:21+00:00,"Fore please! The bag drop: member series, continues with one of the brightest minds in golf and Chief Ambassador @kevcmoore as he shares his route to the game, the bumpy road away from it, and how he found joy again with a fresh new perspective https://t.co/7IwkkCIa7K https://t.co/P00tsvPQEh",1242326618699436032,newclub golf society,5,2,32,2,"Chicago, IL",,2506,1375,1
385718,2020-03-24T04:58:05+00:00,"Idk about you, but I’m making a list of life goals to do within the next few years. 
I’ve been loving the free time to create consistently bc I see what truly brings joy into my life. 
But still miss the freedom to do life freely as you please.",1242314722294272002,✨Joslyn Marie ✨🎶,0,0,1,0,"Chicago, IL",,965,736,1
385981,2020-03-24T04:33:41+00:00,"Happy #nationaldogday🐶 to all of the furry little creatures that fill our lives with light and our hearts with joy ✨💛
Here’s a few snippets of what life is like with Leah 👑 
alonsoq0922 

#nationaldogday #bestfriend… https://t.co/EkpqQjYztg",1242308583645216769,Arla Vox,0,0,0,0,"Berwyn, IL","['nationaldogday', 'nationaldogday', 'bestfriend']",344,1150,1
387580,2020-03-24T02:41:50+00:00,"This precious picture says it all!!! Everything is always better when you DANCE 🦋 Hope you are taking some time to dance &amp; lift your spirit 🌸
.
.
.
👩‍🎨 @creativetales8
#dance #creativity #keepdancing #joy #mondaymotivation #monday #mondaymood https://t.co/cS5TaujfhC",1242280432135176193,Meher Dance Company,0,1,3,0,"Chicago, IL","['dance', 'creativity', 'keepdancing', 'joy', 'mondaymotivation', 'monday', 'mondaymood']",938,4944,1
388288,2020-03-24T02:01:09+00:00,"I’m listening to Taking Back Sunday’s  Louder Now, and it’s bringing me so much joy right now.",1242270196250882049,What It Do DK ღ,0,0,0,0,"Chicago, IL",,692,711,1
388579,2020-03-24T01:44:04+00:00,Kareem’s TL just gave me so much joy,1242265895516413960,Jennifer Williams,0,0,1,0,"Chicago, IL",,2262,1334,1
389435,2020-03-24T00:57:20+00:00,"Birthday joy: hearing from friends and family, baking and playing cards with my son, hanging out with my husband, yoga, a few words on paper, walking in the sun, cake. #birthdayinquarantine",1242254135258419200,Sarah Aronson,11,0,48,1,"Evanston, IL",['birthdayinquarantine'],6425,6560,1
391555,2020-03-25T22:53:50+00:00,@AliceLfc4 I've seen a few versions of this and every one brings me a sense of joy,1242947831729700867,Eric Bunson,0,0,0,0,"Chicago, IL",,509,1101,1
392873,2020-03-25T21:30:00+00:00,"...making a full season of #SixtySecondSurf, it's so much fun! #Zeuqtube #Joy #Vloggers @ Chicago, Illinois https://t.co/ycvm7lJKoC",1242926733570895872,🏳️‍🌈 #CleanDreamAct,0,0,0,0,"Chicago, IL","['SixtySecondSurf', 'Zeuqtube', 'Joy', 'Vloggers']",156,159,1
395356,2020-03-25T18:51:48+00:00,Looking out and finding your best friend and our girlfriend watching you perform can be very scary until you look into their eyes and see some much joy and support beaming from their souls. Find the comfort in the… https://t.co/DI7SYi6Qw1,1242886919999991810,Borris j Powell,0,0,0,0,"Chicago, IL",,2257,2038,1
395465,2020-03-25T18:45:02+00:00,@melanienicolel @mean__bean The amount oh JOY this gives me!! I can’t wait holy hell,1242885219637760002,KeiraRenee,0,0,1,0,"Chicago, IL",,1397,756,1
397618,2020-03-25T16:23:01+00:00,"I’m loving this series from @LEGO 

Do you collect them? Which is your favorite?

#playmatters #joy https://t.co/5wF92UlQdk",1242849479662936064,Benjamin,0,0,0,0,"Chicago, IL","['playmatters', 'joy']",2664,4681,1
398536,2020-03-25T15:19:50+00:00,"@JohnIsASound Brought me the same level of sheer joy as the Deadpool movies, but with a really really well drawn villain.",1242833579685675009,Devin aka the Kirkland Alex Caruso of Composition,0,0,1,0,"Chicago, IL",,311,652,1
399370,2020-03-25T14:23:22+00:00,"Let’s do something good today! Below will be a thread of GoFundMe links to local venues in Chicago that have given us an unquantifiable amount of joy over the years. If you can donate to their staff, it’s appreciated, but if not a simple RT can go a long way. We’re all we got 😘",1242819369916411905,Lunar Ticks Presents...,1,0,0,0,"Chicago, IL",,228,784,1
399399,2020-03-25T14:20:58+00:00,"Good morning!! Today is the first day I've been out the house since last Wednesday! Feel a little strange that I see very few people on public transportation. Well, let go about this day and spread some joy and love in the world.. 😁 https://t.co/iRQuTpI39a",1242818765399744516,Big poppa Ben,1,0,2,0,"Chicago, IL",,96,444,1
402237,2020-03-25T05:38:06+00:00,RPDR UK radiated Pure Joy https://t.co/bZqj9Cc7nN,1242687182365691905,Blake Lambert-Haak,0,1,2,0,"Chicago, IL",,254,786,1
404476,2020-03-25T02:40:48+00:00,"It's kind of an air punching guitar hero. Different punches come at you and you have to hit them at the right time (which the Switch Joy Cons can detect) I'm not going to get ripped, but at least I'm getting some decent cardio and not becoming sedentary.",1242642562407596038,Borja Sotomayor,1,0,0,0,"Chicago, IL",,2157,1489,1
406302,2020-03-25T01:05:09+00:00,I ❤️this!! A bright spot to the day. Museums spread joy by sending each other virtual flowers 💐  https://t.co/CJ28ekDxK7,1242618488964952066,KatGabAFB,0,0,1,0,"Chicago, IL",,95,381,1
406656,2020-03-25T00:46:40+00:00,"Because we all need a little more joy right now. Game 5, @cubs hold on to win 3-2, and push the Series back to Cleveland. Nervous as all giddy up the whole game (just ask @amylvshershoes), but a glimmer of joy showed through. #BitOfJoy https://t.co/PjZ8h4ZFur",1242613838740164608,Andrew Ford,0,0,4,0,"Chicago, IL",['BitOfJoy'],87,274,1
