,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
157729,2020-07-13T17:13:09+00:00,"@FilmCriticKurt @kinky_horror @Scream_Factory Kurt, it doesn’t count until you’ve watched each movie 13 times, so
#ThemsTheRules",1282724759344742401,The Kirk Unit 🏳️‍🌈,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['ThemsTheRules'],3428,4985,0
252951,2020-07-20T05:47:03+00:00,Time to rub my aching feet with CBD topical. 🤤🤗,1285088811442155527,a m k o e,0,0,5,0,"[-87.940033, 41.644102]","Chicago, IL",0,428,536,0
250996,2020-07-20T14:30:28+00:00,@Flghtchiatrist @ReginaTuneGunz 😭😂😂😂 nigga said zesty 💀💀,1285220533311873025,duffle bag davado.,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,638,627,0
335895,2020-07-26T06:22:53+00:00,@dakotaz @DNPthree #FreeGamingPC,1287272156729139201,Mister5tark,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['FreeGamingPC'],94,327,0
339051,2020-07-26T00:41:29+00:00,Netflix adapt Narnia challenge https://t.co/IvLiP5c0yP,1287186242212421632,Andy Hatem,1,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,572,2107,0
224162,2020-07-18T16:12:39+00:00,"@bronzo123 No ones asking you to relate to him, just asking you to understand what he represents to people outside of your white bubble. Think about what he represents to BIPOC and you’ll understand why people want the statue removed.",1284521476788572160,emma mac,1,0,0,0,"[-87.890882, 41.790186]","La Grange Park, IL",0,3304,802,0
65819,2020-07-06T19:15:55+00:00,One thing I really easiest about Devin Haney is he post sparring with people that fight back.,1280218940015247361,MrOmalleyTheAlleyCat,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,308,331,0
287181,2020-07-23T20:42:29+00:00,"“Se a coincidência ajuda a atrapalhar a história, é boa. Se ajuda a resolver, é ruim”. Acabei de ler essa dica de ouro para escrever roteiros e quis compartilhar. Abs.",1286401320602263554,Rodrigo Fernandes,7,1,123,1,"[-87.940033, 41.644102]","Chicago, IL",0,495267,2068,0
68573,2020-07-06T15:14:44+00:00,Ohhhh shit ⭐️⭐️⭐️⭐️⭐️⭐️ https://t.co/68flwUvzMt,1280158245773086721,Lynette the Threat,0,0,5,0,"[-87.940033, 41.644102]","Chicago, IL",0,10234,1472,0
318044,2020-07-25T18:08:09+00:00,@willham_south He’s really not though. He wasn’t cuddly as a teammate either.,1287087254985420800,Laurence Holmes,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,79888,1071,0
333749,2020-07-26T15:29:06+00:00,its the “i do huh?” that GETS ME !!!!!! ughhhhh i hate niggas https://t.co/rf8IVadzbW,1287409619195895809,*•.¸♡Harmen♡¸.•*,0,2,25,0,"[-87.940033, 41.644102]","Chicago, IL",0,482,414,0
398668,2020-07-31T17:27:52+00:00,@BTepper24 Since coming over to the Clips he’s been bad and his bro has played well when given time with the Lakers.,1289251445884297216,Basketball Connoisseur,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,170,558,0
312673,2020-07-24T01:26:58+00:00,Why is my coworker trying to hook me up with somebody on the plane😂,1286472911998652416,STUARTIST,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1899,211,0
375624,2020-07-29T04:43:22+00:00,@mldfilmmaker @noeyedee They from Evanston 🙃,1288334278757998592,Beatrix Kiddo,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,974,1089,0
257213,2020-07-21T23:50:09+00:00,I need an anklet 🥺,1285723771454869506,Chip Skylark,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,16921,871,0
387625,2020-07-30T14:00:37+00:00,@michelle_timian https://t.co/D7JLEtzfhi,1288836902343196673,Stacy Jeziorowski,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,379,456,0
78786,2020-07-07T18:38:50+00:00,@larryodean Silence is acceptance,1280571994673680385,Hex Hz,1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,290,413,0
305598,2020-07-24T15:43:24+00:00,Why is there ALWAYS a guy playing the banjo outside my window?,1286688442743762944,Peyton Storz,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,643,871,0
208935,2020-07-17T19:36:11+00:00,@Quantumbandsman @conwerd @tacobell I need the tostada.,1284210308261830658,E,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,143,271,0
139322,2020-07-11T01:18:32+00:00,Mood...... https://t.co/NwMgpVx20y,1281759749231517696,Finessa Williams,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,344,373,0
198061,2020-07-16T16:31:38+00:00,Where my Trollz booty shorts? 🥴 @NICKIMINAJ,1283801475051925509,GeeMuny,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,373,589,0
254638,2020-07-20T02:44:52+00:00,"@DrNerdenstein89 @_baroquebeauty_ @The_Weirdling @HmGabeRicard Naw, i won’t cheap out on y’all like that, I’m talking one of these setups on each wall! We’ll all have our own beds, don’t you worry, the only thing we might fight over is who gets to sleep next to the AC ducts.",1285042964004306949,The Kirk Unit 🏳️‍🌈,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,3429,4986,0
89605,2020-07-08T21:16:32+00:00,@OhitsMone_ Wowwwww,1280974068804698113,Shark Media,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,78,199,0
270099,2020-07-21T00:51:25+00:00,.@RefuseFascismCH we ain’t fa none of that! https://t.co/9lM9VWxJ2O,1285376804425994240,GoodKidsMadCity,2,7,42,3,"[-87.940033, 41.644102]","Chicago, IL",0,33132,4171,0
355845,2020-07-28T19:16:03+00:00,"If you need new music
#OutToday FoiVosX &amp; Pink Queen - Come on America 
https://t.co/ojD1gndqyd

#chicago #Montana #Miami #Detroit #Maryland #losangeles #NewYork #SanFrancisco 
#pop #hiphop #HipHopMusic #HipHopRadio #newmusic #NewMusicMonday #MondayMotivaton #MondayVibes https://t.co/EPPQTvdjXc",1288191506642358272,🤟🏽FoiVosX,1,1,1,0,"[-87.940033, 41.644102]","Chicago, IL","['OutToday', 'chicago', 'Montana', 'Miami', 'Detroit', 'Maryland', 'losangeles', 'NewYork', 'SanFrancisco', 'pop', 'hiphop', 'HipHopMusic', 'HipHopRadio', 'newmusic', 'NewMusicMonday', 'MondayMotivaton', 'MondayVibes']",109,68,0
177387,2020-07-14T02:13:06+00:00,"If you want to fast, go alone. If you want to go far, go together. The trick is to cultivate your tribe. 👐🏼",1282860642186166274,Victor Chan,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,22,91,0
129396,2020-07-11T21:57:44+00:00,@DonToliver Uhm deluxe sir?,1282071604063866880,Shan™️,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,1100,814,0
153102,2020-07-13T23:34:57+00:00,If yo hair like that you know they do sum type of drugs https://t.co/ujIxHeGIFA,1282820844692086785,The Big Little Bro👩‍👦❤️💯,0,1,5,0,"[-87.940033, 41.644102]","Chicago, IL",0,10346,11291,0
108034,2020-07-09T14:29:08+00:00,@atrupar A breath of fresh air❣️,1281233931422126090,Patricia Yamane,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,30934,31775,0
361606,2020-07-28T05:02:40+00:00,"I’ve been a bears fan for as long as I’ve been alive. @BUrlacher54 blocked me for asking the simplest question. Between this and drafting Mitch, Fuck your racist ass Brian and fuck @ChicagoBears https://t.co/81fgbwfJMC",1287976745791033344,Friendly Neighborhood Ray Ray,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,312,679,0
74734,2020-07-06T00:12:39+00:00,So are y’all gonna bust these fireworks until winter or nahhh?! I feel like these mfs been popping these shits since before Memorial Day. https://t.co/Llpa1UHtXU,1279931228167249920,🖤TiNA MARiE🖤,1,1,3,0,"[-87.940033, 41.644102]","Chicago, IL",0,221,165,0
354264,2020-07-28T21:33:32+00:00,More Saul Bass (Maybe more Paul Rand?) inspired rap covers #highofflife #future featuring @1future https://t.co/vyoXUPhPAm,1288226106349441026,LL Cool Whip,0,1,1,0,"[-87.940033, 41.644102]","Chicago, IL","['highofflife', 'future']",401,1461,0
91963,2020-07-08T18:16:24+00:00,I would get tired of being wrong too lol take a nap,1280928739371745281,Eric.,1,0,3,0,"[-87.940033, 41.644102]","Chicago, IL",0,1287,777,0
259062,2020-07-21T21:19:21+00:00,@Donny_FN_ @samvorv @ValeRegion Why just why,1285685820410793985,WeLoveG,0,0,1,0,"[-87.833698, 41.850023]","Forest Park, IL",0,52,22,0
71342,2020-07-06T05:20:23+00:00,I TAKE MY WRIST WRIST WRIST START TO SCRIBBLE DA DOPE,1280008673251725312,An Increasingly Real Sam Crane,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,173,168,0
277198,2020-07-22T15:51:57+00:00,"This stunning townhome is UNDER CONTRACT! 🌟🌟🌟🌟🌟

#downersgrove #undercontract #home #townhome #dreamhome #sellinghomes #buyinghomes #luxuryrealestate #realestate #realtor #atproperties #atpropertieshinsdale #lovewhereyoulive  #marlazegartrealtor #findingthesilverlining https://t.co/RqmvtjMMDJ",1285965817012793346,Marla Zegart,0,0,0,0,"[-87.952677, 41.763847]","Hinsdale, IL","['downersgrove', 'undercontract', 'home', 'townhome', 'dreamhome', 'sellinghomes', 'buyinghomes', 'luxuryrealestate', 'realestate', 'realtor', 'atproperties', 'atpropertieshinsdale', 'lovewhereyoulive', 'marlazegartrealtor', 'findingthesilverlining']",162,272,0
114514,2020-07-10T23:43:53+00:00,https://t.co/s2ARtQLwuJ https://t.co/ZfbnnxuLLf,1281735929959522304,Elias Cepeda,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,6127,1919,0
53921,2020-07-05T18:39:54+00:00,@Charmed_Reunion @MrMarcusWhite Queen,1279847487768014849,Prince Akeem(Specialist)🤪,0,0,0,0,"[-87.709565, 41.630338]","Blue Island, IL",0,585,4994,0
134501,2020-07-11T14:21:17+00:00,"If there's already an app, I'm sorry, but someone should create one for legsl assistance with video when anyone feels harassed or discriminated upon by citizens and /or law enforcement.",1281956731988389889,JustMatt,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,153,1224,0
