,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy
75892,2021-02-08T15:32:06+00:00,"@no2phase1 @MNajeddine @CREWcrew @Awknddragn Trump's problem is that he and his family have such a long list of outstanding charges from before, during, &amp; after his presidency.

Like Al Capone.

The entire Trump organization could be investigated under RICO.",1358800780799713282,Debbie Ballard,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,282,385,0
87268,2021-02-09T18:24:30+00:00,"If you’re watching the impeachment trial, take care of yourself! This is triggering af! #ImpeachmentTrial #ConvictTrump #CapitolRiot",1359206557620256768,Miggy,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL","['ImpeachmentTrial', 'ConvictTrump', 'CapitolRiot']",173,357,0
169579,2021-02-17T16:27:18+00:00,Chris Evans is going to play Joe Biden in a biopic 10 years from now. Y’all know it’s happening. https://t.co/Upi9FYBuzO,1362076163053674499,Major BS 🎸🎵⚾️,0,0,3,0,"[-87.940033, 41.644102]","Chicago, IL",0,1365,4945,0
151928,2021-02-15T03:17:08+00:00,@Anna_K_Lockwood It's happened in work situations more than once and I've had to hold myself back 😂,1361152536779046917,Kiki's Hot Cane Fall,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,6603,6679,0
16150,2021-02-02T12:24:57+00:00,https://t.co/9pZQwMWDfW,1356579358115311616,marc schcher,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,4417,4722,0
177115,2021-02-18T21:12:33+00:00,"Just posted a video @ Chicago, Illinois https://t.co/IX0znZBNFX",1362510339565252613,Vulcan14,0,0,0,0,"[-87.632496, 41.883222]","Chicago, IL",0,107,291,0
207174,2021-02-21T22:26:58+00:00,I am jazzed up for the 2021 golf szn,1363616230758879233,John From Wrigleyville (JFW),1,0,7,0,"[-87.940033, 41.644102]","Chicago, IL",0,439,817,0
104698,2021-02-11T22:59:26+00:00,Done https://t.co/gohg3H2Dlp,1360000521516552194,Julia Kurtz,0,0,0,0,"[-87.733451, 42.0191507]","Evanston, IL",0,88,1029,0
179472,2021-02-18T17:18:01+00:00,My angel boo baby just told me “say the word and drop location “ 🤣💀 my toxic ass boobaby lol i love her,1362451314450583556,ॐ Fabs ॐ,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,286,815,0
103860,2021-02-10T00:31:41+00:00,"We’re LIVE right now! It’s Tuesdee Night Apex! #TNA

https://t.co/kYbY9VUbXa",1359298960037412865,🇵🇷🇦🇺🎮☕️🥑David Virella Meléndez🥑☕️🎮🇦🇺🇵🇷,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['TNA'],1402,4993,0
223347,2021-02-22T03:09:24+00:00,Netflix has a thing for just throwing people clean off of sky high rise roofs and airplanes  😩😩😩😩,1363687304997580803,DaArchetypist™,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,550,526,0
214258,2021-02-21T02:09:18+00:00,Just enjoy this thread... https://t.co/A79OuJgSYM,1363309792434003971,Laurence Holmes,20,4,43,0,"[-87.940033, 41.644102]","Chicago, IL",0,79684,1068,0
73519,2021-02-08T20:02:28+00:00,@ALindsey1992 no giving up!!!! your time will come,1358868820740497412,$ PLJ 🧢🤡,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,1057,1604,0
237348,2021-02-24T19:48:22+00:00,"Just posted a video @ Chicago, Illinois https://t.co/9eI2my4n1i",1364663481392189440,Dop3mon3y,0,0,1,0,"[-87.632496, 41.883222]","Chicago, IL",0,2294,2700,0
40438,2021-02-04T01:02:39+00:00,"Juuuiicccyyyyy. Hop profile is terrific, sweet and huge pineapple. Did I mention juicy? - Drinking a Tilt-A-Whirl by @sainterrantbrew @ Marina City  — https://t.co/Ik4RuKf7dq",1357132425164443648,Kyle Kramer,0,0,0,0,"[-87.6271, 41.8884]","Chicago, IL",0,239,814,0
36530,2021-02-04T13:40:45+00:00,@MikeBenderVO Sorry for your Loss 🙏,1357323208249253891,Nicholas Kemmerle,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,662,2314,0
243923,2021-02-24T02:11:03+00:00,i make work lists a lot but this one i dont know what happend at the end https://t.co/BLLO0px1c7,1364397395413512192,kkiwi 🥝 (ran)BOO👻,1,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,110,246,0
154575,2021-02-16T22:20:39+00:00,"My front door. Doesn’t look like much. It comes up to about my knees. #snow #snowstorm #winter #chicago @ Chicago, Illinois https://t.co/tyutokL8GM",1361802698983698434,Rhonda Carlson,0,0,0,0,"[-87.632496, 41.883222]","Chicago, IL","['snow', 'snowstorm', 'winter', 'chicago']",7,0,0
164403,2021-02-16T00:56:04+00:00,"Just posted a photo @ Chicago, Illinois https://t.co/GIhCrlRRHv",1361479423023808516,Amanda Marcheschi,0,1,0,0,"[-87.632496, 41.883222]","Chicago, IL",0,230,254,0
216475,2021-02-22T21:59:41+00:00,👏🏾👏🏾👏🏾👏🏾 https://t.co/rWgKG1TH57,1363971749805703169,R. Lucretia,0,0,1,0,"[-87.805698, 41.8650062]","Oak Park, IL",0,375,350,0
34955,2021-02-04T16:34:46+00:00,"9! That's 5 picture books (for the @fureverbooks series), 1 YA novella, 1 contemporary YA novel, 1 new adult novel, and 1 nonfiction/business book. My 10th book (a YA novel) is coming out this June through @muse_publishing! https://t.co/mUb7jucG35",1357367000910209031,SAVY | '90s Kids NOW AVAILABLE 💖💜💙,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,4068,2716,0
199028,2021-02-20T19:00:01+00:00,"#NaturalCurl, who dis? @ Boystown https://t.co/ShTCoFVG52",1363201762027470850,Andrew Halverson,0,0,0,0,"[-87.64969, 41.94345]","Chicago, IL",['NaturalCurl'],229,64,0
148214,2021-02-15T17:01:45+00:00,@JohnCarlos Do not bastardize Carl Sagan like this,1361360058106413062,TIRED&GAY,0,0,13,0,"[-87.940033, 41.644102]","Chicago, IL",0,3710,4608,0
265760,2021-02-26T01:18:03+00:00,@TwistdTigga Are you a kanye fan,1365108834746978306,RaiderUp (0-0) (Tone Setter),1,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,54,483,0
186544,2021-02-19T23:44:56+00:00,@i3oone Said in that Jim Lynam voice of course.,1362911072706035712,Trent Zuberi,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,1152,1595,0
91939,2021-02-09T03:11:00+00:00,Yall mfs use to love this dirt bag Rolo,1358976667516026882,DERRICK FROZE 🥶 💎 ❄️,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,425,351,0
280274,2021-02-28T15:49:33+00:00,"Well it’s a lovely Sunday here in Chicago and a perfect time to remind @tedcruz that he’s an insurrectionist piece of shit without a chin and a stupid beard and no one likes him. Have a great Sunday, everyone! 

Except Ted Cruz, I hope your day sucks. #ResignTedCruz",1366052931586445315,Thrilled And Bored,0,0,5,0,"[-87.940033, 41.644102]","Chicago, IL",['ResignTedCruz'],425,684,0
73442,2021-02-08T20:10:12+00:00,"Now Available On @BeatStars 🍯🤝
•
•
#ThankYouTeddyMane #BeatStars #Beats #ThankYouTeddyProductions #Trending #ChicagoProducer #Producer #ChicagoDJ #ProducerLife #Grind #PutInTheWork #Grattitude @ Chicago, Illinois https://t.co/0BLQ8TyVNW",1358870769623855106,ThankYouTeddy®️,0,0,1,0,"[-87.632496, 41.883222]","Chicago, IL","['ThankYouTeddyMane', 'BeatStars', 'Beats', 'ThankYouTeddyProductions', 'Trending', 'ChicagoProducer', 'Producer', 'ChicagoDJ', 'ProducerLife', 'Grind', 'PutInTheWork', 'Grattitude']",1529,382,0
138141,2021-02-14T17:40:34+00:00,"The Anti Racist Teacher: Reading Instruction Workbook, a resource to help educators develop anti-racist practices in their ELA classes and what  it Means to Be an Anti-racist Teacher #d100inspires https://t.co/p7JPzsqOjE",1361007439823437826,Dennis Puhr,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",['d100inspires'],332,911,0
73053,2021-02-08T20:56:59+00:00,@jazbot1 Woooow thank you!,1358882544121491465,The AT&T of People,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,374,1058,0
182767,2021-02-18T05:43:13+00:00,@katebyrnepower https://t.co/ibW2Tw13fk,1362276463815327744,Michael David Smith,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,853,924,0
48648,2021-02-05T04:38:09+00:00,-republican politicians are definitely too online™️. everything is for the memes and owning. proposing things for the simple fact that it’ll make headlines and now i’m mad because i realized it’s working. i’ve been owned. 😔😔😔 https://t.co/DKYQEcTp6B,1357549045808570369,🎃kanye meme account🎃,1,0,0,0,"[-87.72583195, 41.93823242]","Chicago, IL",0,434,143,0
267050,2021-02-27T23:04:41+00:00,"@beIIpepper yeah they fried, sick asl",1365800048190230528,D✶,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,1535,1212,0
272532,2021-02-27T07:06:01+00:00,@ChicagoErin Or was that pickup line weak and you may have to ORANGE other plans,1365558791916380162,John Laffler🐊,2,0,3,0,"[-87.940033, 41.644102]","Chicago, IL",0,7148,1454,0
