Unnamed: 0,date,content,id,user,replyCount,retweetCount,likeCount,quoteCount,coordinates,place,hashtags,followers,friends,ijoy,clean_tweet,clean_stems,emoji_meanings
243239,2021-07-26T18:04:46+00:00,At the dentist about to die,1419720363441889280,Yo man left you for dead hoe,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,870,261,0,dentist die,at the dentist about to die,[]
199623,2021-07-21T01:45:42+00:00,@gidero1 She most likely was suffering from miscarriage,1417662035953917960,KJTHEGREAT ✍🏾,0,0,1,0,"[-87.940033, 41.644102]","Chicago, IL",0,1580,947,0,gidero1 likely suffering miscarriage,gidero1 she most likely was suffer from miscarriag,[]
132204,2021-07-14T00:52:15+00:00,The ringing noise on the #AllStarGame broadcast is driving me bonkers. Anyone else hearing it?!?!,1415111869593964546,🛫Steve Luzzo🛬,0,0,4,0,"[-87.940033, 41.644102]","Chicago, IL",['AllStarGame'],171,950,0,ringing noise allstargame broadcast driving bonkers anyone else hearing,the ring nois on the allstargam broadcast is driv me bonker anyon els hear it,[]
138597,2021-07-15T10:39:55+00:00,@THEGRADIO Good Morning @THEGRADIO,1415622148807397378,Kevin L Winfield,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL",0,2148,2471,0,thegradio good morning thegradio,thegradio good morn thegradio,[]
238748,2021-07-25T02:57:15+00:00,Jackie Mason inspired a whole generation of stand up comics. RIP,1419129593395621888,#Vaccinated in Chicago,0,0,8,0,"[-87.940033, 41.644102]","Chicago, IL",0,14884,13309,0,jackie mason inspired whole generation stand comics rip,jacki mason inspired a whol generation of stand up comic rip,[]
83064,2021-07-09T02:58:26+00:00,"@acony_belle @Eve6 I’m sorry, and I know what that’s like (the trauma, not the alcoholic part) but purely looking at the numbers smoking kills a lot more people than alcohol.",1413331683768741893,wolverine//mo 🏳️‍🌈,2,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,4108,773,0,aconybelle eve6 ’ sorry know ’ like trauma alcoholic part purely looking numbers smoking kills lot people alcohol,aconybell eve6 i ’ m sorry and i know what that ’ s lik the trauma not the alcoholic part but purely look at the number smok kill a lot mor peopl than alcohol,[]
211683,2021-07-23T22:53:42+00:00,Project pat 🔥 fuck all this new rap cap,1418705914450923526,SG 🦇,0,1,18,0,"[-87.940033, 41.644102]","Chicago, IL",0,40100,19612,0,project pat 🔥 fuck new rap cap,project pat 🔥 fuck all thi new rap cap,['fire']
133968,2021-07-15T21:37:11+00:00,"Volunteers needed in Chicago. 

#chicago #chicagoresearch #chicagovolunteers #chitown https://t.co/NgL2D8QzsA",1415787555107266566,Research And Me,0,0,0,0,"[-87.940033, 41.644102]","Chicago, IL","['chicago', 'chicagoresearch', 'chicagovolunteers', 'chitown']",128,440,0,volunteers needed chicago chicago chicagoresearch chicagovolunteers chitown,volunteer needed in chicago chicago chicagoresearch chicagovolunteer chitown,[]
146988,2021-07-16T14:40:08+00:00,Every little bit counts 💪 https://t.co/w9f6D3OF0n,1416044985716297728,Yinzdaily,1,1,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,965,798,0,every little bit counts 💪,every littl bit count 💪,['flexed_biceps']
184191,2021-07-20T14:50:11+00:00,"@PratscherBrian @photoandvideoCD @Palermos95th @VitoNicksPizza @LouMalnatis @GiordanosPizza Facts. We definitely hit up Little Ceasars for those $6 Hot &amp; Readys. My kids love them. Feeding 2 boys for $6 and in-and-out the store in less than 5 minutes, hard to beat.",1417497067711307778,C.W. Harris,0,0,2,0,"[-87.940033, 41.644102]","Chicago, IL",0,6498,6050,0,pratscherbrian photoandvideocd palermos95th vitonickspizza loumalnatis giordanospizza facts definitely hit little ceasars 6 hot amp readys kids love feeding 2 boys 6 inandout store less 5 minutes hard beat,pratscherbrian photoandvideocd palermos95th vitonickspizza loumalnati giordanospizza fact we definitely hit up littl ceasar for thos 6 hot amp ready my kid lov them feed 2 boy for 6 and inandout the stor in les than 5 minute hard to beat,[]
